AMDPROFILER POWER PROFILE REPORT

AMDuProfCLI.exe Version 5.3.521.0,

PROFILE DETAILS
CPU Details:,Family(0x19) Model(0x44)
Sampling Interval:,1000 milli-seconds
Profile Start Time:,Sep-02-2026_01-30-25,
Profile Duration:,4000 seconds

PROFILED COUNTERS
COUNTER ID,NAME,CATEGORY,UNIT,DESCRIPTION
36.,socket0-package-power,Power,W,Socket0-Average Package Power reported in Watts.
38.,core0-power,Power,W,Core0-Average Power reported in Watts.
40.,core1-power,Power,W,Core1-Average Power reported in Watts.
42.,core2-power,Power,W,Core2-Average Power reported in Watts.
44.,core3-power,Power,W,Core3-Average Power reported in Watts.
46.,core4-power,Power,W,Core4-Average Power reported in Watts.
48.,core5-power,Power,W,Core5-Average Power reported in Watts.

PROFILE RECORDS
RecordId,Timestamp,socket0-package-power,core0-power,core1-power,core2-power,core3-power,core4-power,core5-power
534,1:39:22:089,   24.90,    2.73,    4.42,    2.79,    4.37,    4.87,    2.38
535,1:39:23:095,   21.43,    1.08,    3.96,    2.19,    4.13,    4.24,    1.06
536,1:39:24:099,   22.14,    1.46,    1.90,    0.80,    4.37,    6.25,    1.34
537,1:39:25:103,   21.46,    1.29,    2.35,    1.18,    4.44,    5.56,    1.14
538,1:39:26:107,   19.26,    1.21,    2.12,    0.97,    4.35,    5.15,    1.04
539,1:39:27:116,   15.43,    1.72,    2.14,    0.82,    4.06,    4.00,    1.53
540,1:39:28:118,   27.48,    3.15,    1.94,    1.50,    3.00,    2.06,    2.85
541,1:39:29:119,   25.76,    3.09,    4.53,    2.48,    4.29,    4.83,    2.75
542,1:39:30:127,   22.72,    1.19,    4.06,    2.48,    4.24,    4.14,    1.04
543,1:39:31:136,   21.44,    1.31,    5.55,    0.90,    4.46,    2.91,    1.02
544,1:39:32:138,   24.90,    2.33,    2.87,    0.89,    4.40,    4.89,    2.27
545,1:39:33:144,   21.81,    1.47,    3.83,    2.04,    4.46,    4.25,    1.26
546,1:39:34:144,    8.75,    0.59,    4.08,    1.17,    4.26,    2.87,    0.48
547,1:39:35:152,   27.77,    3.56,    0.82,    0.39,    2.21,    0.86,    3.28
548,1:39:36:155,   17.64,    1.13,    4.64,    3.07,    4.29,    4.45,    1.04
549,1:39:37:162,   14.89,    1.50,    2.30,    0.80,    3.55,    3.55,    1.45
550,1:39:38:169,   25.76,    2.70,    2.00,    1.29,    2.95,    2.04,    2.42
551,1:39:39:170,   25.09,    2.32,    4.54,    2.09,    4.23,    4.23,    2.03
552,1:39:40:171,   22.15,    1.33,    5.12,    1.86,    4.42,    3.63,    1.18
553,1:39:41:175,   20.45,    1.16,    2.30,    1.03,    4.37,    6.16,    0.94
554,1:39:42:184,   21.58,    1.31,    3.09,    0.78,    4.27,    3.63,    1.18
555,1:39:43:187,   16.36,    1.48,    3.12,    1.01,    4.48,    4.29,    1.41
556,1:39:44:187,   17.31,    1.81,    2.53,    1.30,    3.36,    2.03,    1.74
557,1:39:45:189,   21.29,    1.77,    2.54,    1.43,    3.25,    2.50,    1.56
558,1:39:46:190,   11.63,    1.02,    3.41,    1.40,    3.89,    3.95,    0.88
559,1:39:47:198,   27.73,    3.06,    1.47,    0.82,    2.50,    1.32,    2.68
560,1:39:48:200,   26.51,    3.20,    5.16,    2.45,    4.48,    4.60,    2.98
561,1:39:49:204,   21.26,    1.20,    4.20,    2.76,    4.26,    4.18,    0.97
562,1:39:50:209,   26.82,    2.76,    3.92,    0.82,    4.21,    3.49,    2.80
563,1:39:51:215,   11.93,    1.05,    3.45,    2.59,    4.45,    4.57,    0.93
564,1:39:52:218,   27.03,    3.19,    1.49,    0.84,    2.54,    1.41,    2.83
565,1:39:53:227,   21.48,    1.23,    4.26,    2.53,    4.30,    4.35,    1.01
566,1:39:54:236,   25.73,    2.93,    3.16,    0.93,    4.26,    4.48,    2.60
567,1:39:55:237,   22.80,    1.23,    3.86,    2.30,    4.26,    4.67,    1.10
568,1:39:56:247,   22.45,    1.43,    6.52,    1.01,    4.39,    2.01,    1.32
569,1:39:57:251,   21.49,    1.27,    5.56,    1.21,    4.40,    2.39,    1.11
570,1:39:58:252,   20.78,    1.71,    2.53,    0.89,    4.41,    4.57,    1.58
571,1:39:59:261,   12.12,    1.15,    3.25,    1.39,    4.01,    3.35,    0.98
572,1:40:0:269,   21.30,    2.40,    1.51,    0.91,    2.60,    1.40,    2.19
573,1:40:1:275,   12.32,    1.04,    3.52,    1.93,    3.65,    3.20,    0.96
574,1:40:2:284,   24.81,    3.22,    1.51,    0.86,    2.57,    1.49,    3.00
575,1:40:3:285,   12.23,    1.15,    3.92,    2.77,    4.00,    3.67,    0.97
576,1:40:4:285,   21.54,    2.38,    1.57,    0.86,    2.58,    1.59,    2.05
577,1:40:5:292,   10.93,    0.84,    3.35,    1.76,    3.69,    3.51,    0.83
578,1:40:6:295,   24.20,    2.62,    1.19,    0.69,    2.45,    1.20,    3.05
579,1:40:7:297,   19.93,    1.61,    3.51,    2.36,    3.91,    3.39,    2.06
580,1:40:8:305,   32.11,    4.15,    2.44,    2.11,    4.14,    2.06,    4.31
581,1:40:9:308,   29.75,    3.58,    4.75,    3.97,    5.03,    4.77,    3.71
582,1:40:10:313,   24.64,    2.85,    4.18,    3.38,    4.81,    4.27,    2.64
583,1:40:11:315,   12.20,    1.16,    3.43,    2.41,    4.24,    3.89,    1.06
584,1:40:12:318,   25.58,    3.21,    1.53,    0.95,    2.63,    1.42,    2.79
585,1:40:13:319,   20.21,    2.27,    4.25,    2.53,    4.11,    4.00,    2.07
586,1:40:14:319,   15.94,    1.77,    3.06,    1.83,    3.47,    3.19,    1.52
587,1:40:15:322,   26.27,    3.21,    2.31,    1.35,    2.94,    2.27,    2.83
588,1:40:16:330,   22.51,    2.18,    4.22,    2.55,    4.11,    4.12,    1.96
589,1:40:17:333,   11.88,    1.02,    3.83,    1.76,    4.18,    3.74,    0.94
590,1:40:18:343,   26.14,    2.55,    1.46,    0.78,    2.51,    1.49,    2.34
591,1:40:19:343,   23.83,    1.58,    3.93,    2.03,    4.37,    5.01,    1.43
592,1:40:20:346,   21.34,    1.30,    3.76,    1.29,    4.52,    5.15,    1.07
593,1:40:21:352,   21.37,    1.31,    2.99,    0.91,    4.41,    4.42,    1.14
594,1:40:22:357,   20.68,    1.98,    5.18,    0.89,    4.30,    2.15,    1.91
595,1:40:23:362,   12.19,    1.04,    3.75,    1.88,    3.64,    2.01,    0.86
596,1:40:24:366,   25.56,    2.84,    1.59,    0.70,    2.70,    1.51,    2.50
597,1:40:25:375,   23.47,    1.69,    4.45,    2.42,    4.33,    3.85,    1.64
598,1:40:26:383,   10.95,    0.75,    2.19,    1.50,    4.53,    5.81,    0.66
599,1:40:27:383,   25.13,    3.06,    1.21,    0.59,    2.57,    1.33,    2.93
600,1:40:28:389,   28.23,    1.50,    3.95,    2.68,    4.05,    3.82,    1.31
601,1:40:29:392,   27.58,    1.09,    6.80,    1.23,    4.42,    7.26,    0.87
602,1:40:30:393,   29.62,    2.42,    7.24,    0.87,    4.31,    7.58,    2.10
603,1:40:31:398,   29.20,    1.88,    7.20,    1.97,    4.46,    6.48,    1.63
604,1:40:32:407,   26.97,    1.55,    7.32,    1.51,    4.20,    6.91,    1.22
605,1:40:33:407,   27.00,    1.47,    7.63,    1.17,    4.26,    5.97,    1.22
606,1:40:34:408,   28.78,    2.09,    7.63,    1.08,    4.16,    5.99,    2.02
607,1:40:35:408,   27.64,    1.76,    6.52,    1.91,    4.23,    7.05,    1.55
608,1:40:36:412,   27.14,    1.21,    6.44,    1.47,    4.06,    7.18,    1.00
609,1:40:37:414,   27.85,    1.64,    7.11,    1.02,    4.08,    7.21,    1.38
610,1:40:38:414,   26.80,    1.55,    7.11,    1.26,    4.09,    7.03,    1.29
611,1:40:39:419,   26.19,    1.07,    6.50,    1.07,    4.05,    7.07,    0.88
612,1:40:40:420,   27.01,    1.42,    7.01,    0.78,    4.00,    7.03,    1.15
613,1:40:41:427,   26.81,    2.13,    6.93,    1.05,    4.11,    7.00,    1.83
614,1:40:42:429,   25.97,    1.46,    7.16,    1.68,    4.31,    4.62,    1.23
615,1:40:43:436,   27.23,    1.74,    7.24,    1.07,    4.11,    5.44,    1.41
616,1:40:44:442,   24.20,    1.10,    7.15,    1.20,    4.02,    6.51,    0.91
617,1:40:45:442,   24.89,    1.21,    5.25,    0.75,    3.98,    7.13,    0.79
618,1:40:46:444,   23.96,    1.01,    6.84,    0.70,    4.02,    5.96,    0.82
619,1:40:47:444,   26.85,    1.37,    5.16,    0.79,    3.87,    7.19,    1.16
620,1:40:48:451,   25.41,    1.81,    6.96,    1.06,    3.97,    6.83,    1.56
621,1:40:49:454,   23.84,    1.18,    6.08,    1.52,    4.14,    5.44,    1.00
622,1:40:50:456,   25.60,    1.28,    5.26,    1.03,    3.93,    6.17,    1.10
623,1:40:51:465,   25.83,    1.14,    5.90,    0.95,    3.96,    7.12,    0.89
624,1:40:52:465,   26.09,    1.15,    6.94,    0.77,    3.98,    7.00,    0.99
625,1:40:53:473,   26.17,    1.65,    6.86,    0.85,    3.95,    6.80,    1.47
626,1:40:54:481,   24.99,    0.99,    5.94,    1.29,    3.97,    6.82,    0.81
627,1:40:55:485,   26.36,    1.46,    7.09,    0.79,    4.02,    6.09,    1.16
628,1:40:56:493,   25.57,    1.14,    6.73,    1.00,    3.91,    6.79,    0.91
629,1:40:57:499,   23.79,    1.06,    6.89,    0.87,    3.92,    6.75,    0.85
630,1:40:58:503,   27.66,    2.03,    5.10,    0.74,    3.89,    6.89,    1.79
631,1:40:59:506,   23.54,    0.98,    6.64,    1.67,    4.15,    6.53,    0.86
632,1:41:0:506,   26.49,    1.55,    7.37,    0.79,    3.99,    4.34,    1.35
633,1:41:1:507,   26.45,    1.37,    6.50,    1.17,    4.04,    6.67,    1.19
634,1:41:2:511,   24.58,    1.29,    6.83,    1.14,    3.91,    6.62,    1.07
635,1:41:3:516,   26.51,    1.54,    5.36,    1.10,    3.87,    6.87,    1.35
636,1:41:4:522,   23.18,    1.20,    6.62,    1.28,    3.96,    6.71,    1.15
637,1:41:5:527,   25.13,    1.09,    4.19,    1.00,    3.74,    7.00,    0.94
638,1:41:6:536,   31.76,    4.43,    6.93,    0.79,    3.91,    6.08,    4.52
639,1:41:7:539,   30.48,    4.40,    5.11,    4.68,    4.70,    4.99,    4.65
640,1:41:8:546,   25.15,    2.34,    4.54,    4.66,    4.49,    4.55,    1.90
641,1:41:9:553,   25.65,    3.25,    6.54,    1.34,    1.50,    6.58,    1.38
642,1:41:10:556,   24.21,    3.43,    6.57,    1.05,    1.49,    6.69,    0.80
643,1:41:11:565,   28.08,    3.77,    6.61,    0.46,    0.47,    6.67,    1.83
644,1:41:12:567,   28.22,    2.48,    5.52,    1.17,    3.41,    6.68,    1.53
645,1:41:13:567,   27.74,    2.60,    6.46,    1.72,    3.85,    6.25,    1.79
646,1:41:14:572,   26.65,    2.28,    5.71,    1.74,    4.24,    5.85,    2.62
647,1:41:15:580,   26.86,    1.48,    4.21,    2.59,    3.86,    5.64,    1.22
648,1:41:16:584,   23.84,    0.72,    6.44,    1.80,    3.84,    6.29,    0.59
649,1:41:17:592,   22.55,    0.47,    6.44,    0.41,    3.45,    6.48,    0.35
650,1:41:18:596,   19.44,    0.54,    6.51,    0.12,    2.77,    6.55,    0.22
651,1:41:19:603,   16.38,    0.47,    6.63,    0.11,    0.14,    6.71,    0.36
652,1:41:20:606,   14.88,    0.15,    7.69,    0.29,    0.24,    2.44,    0.05
653,1:41:21:610,   19.62,    0.24,    4.58,    0.05,    0.07,    4.98,    0.12
654,1:41:22:616,   19.79,    0.28,    7.00,    0.04,    0.08,    6.99,    0.11
655,1:41:23:617,   20.02,    0.25,    7.08,    0.05,    0.14,    7.07,    0.10
656,1:41:24:618,   20.68,    0.52,    7.08,    0.08,    0.16,    7.08,    0.39
657,1:41:25:626,   21.15,    0.64,    7.04,    0.29,    0.22,    7.03,    0.46
658,1:41:26:625,   16.60,    0.31,    7.19,    0.31,    0.35,    7.24,    0.16
659,1:41:27:630,   15.17,    0.23,    8.06,    0.10,    0.14,    2.40,    0.14
660,1:41:28:634,   14.08,    0.11,    5.33,    0.12,    0.31,    3.36,    0.05
661,1:41:29:635,   15.09,    0.39,    0.35,    0.03,    0.15,    7.96,    0.30
662,1:41:30:634,   16.06,    0.48,    0.59,    0.23,    0.17,    8.00,    0.34
663,1:41:31:635,   14.83,    0.31,    0.98,    0.28,    0.38,    7.95,    0.11
664,1:41:32:636,   14.61,    0.16,    7.20,    0.11,    0.37,    0.38,    0.08
665,1:41:33:642,   14.62,    0.22,    6.47,    0.08,    0.10,    1.25,    0.16
666,1:41:34:652,   13.85,    0.26,    2.85,    0.07,    0.31,    4.73,    0.17
667,1:41:35:654,    7.67,    0.75,    0.47,    0.16,    0.13,    6.88,    0.48
668,1:41:36:656,   18.52,    2.32,    1.16,    0.37,    0.46,    1.90,    1.89
669,1:41:37:657,   28.04,    1.64,    3.06,    1.71,    2.45,    2.98,    1.36
670,1:41:38:660,   29.57,    1.67,    6.44,    1.21,    4.51,    7.18,    1.47
671,1:41:39:667,   26.04,    1.83,    7.58,    1.34,    4.38,    7.62,    1.66
672,1:41:40:673,   20.87,    0.62,    7.76,    1.52,    3.07,    5.15,    0.43
673,1:41:41:678,   22.50,    0.65,    8.07,    0.33,    0.33,    5.82,    0.52
674,1:41:42:680,   22.23,    0.68,    7.59,    0.40,    0.29,    7.64,    0.46
675,1:41:43:684,   22.28,    0.62,    7.50,    0.34,    0.30,    7.56,    0.42
676,1:41:44:691,   22.25,    0.59,    7.53,    0.36,    0.36,    7.56,    0.41
677,1:41:45:692,   22.01,    0.63,    7.62,    0.37,    0.27,    7.63,    0.42
678,1:41:46:693,   22.59,    0.83,    7.55,    0.34,    0.26,    7.59,    0.53
679,1:41:47:695,   22.90,    0.83,    7.55,    0.38,    0.29,    7.58,    0.46
680,1:41:48:699,   20.28,    0.72,    7.54,    0.43,    0.58,    7.53,    0.50
681,1:41:49:704,   17.04,    0.27,    5.09,    0.37,    0.74,    7.69,    0.14
682,1:41:50:712,   21.44,    0.36,    2.92,    0.12,    0.15,    8.14,    0.15
683,1:41:51:718,   21.57,    0.41,    7.62,    0.10,    0.10,    7.66,    0.17
684,1:41:52:722,   22.23,    0.72,    7.68,    0.06,    0.09,    7.61,    0.44
685,1:41:53:726,   21.13,    0.25,    7.51,    0.32,    0.24,    7.67,    0.11
686,1:41:54:728,   21.09,    0.24,    7.59,    0.06,    0.14,    7.65,    0.08
687,1:41:55:733,   21.31,    0.39,    7.58,    0.05,    0.09,    7.65,    0.14
688,1:41:56:733,   21.40,    0.29,    7.62,    0.09,    0.09,    7.68,    0.11
689,1:41:57:742,   22.23,    0.60,    7.54,    0.07,    0.26,    7.61,    0.40
690,1:41:58:750,   22.46,    0.76,    7.60,    0.27,    0.31,    7.67,    0.46
691,1:41:59:759,   18.94,    0.26,    7.48,    0.41,    0.42,    7.58,    0.14
692,1:42:0:764,   20.71,    0.33,    8.18,    0.10,    0.13,    4.71,    0.14
693,1:42:1:768,   21.22,    0.25,    8.02,    0.18,    0.19,    6.26,    0.12
694,1:42:2:776,   21.53,    0.41,    7.58,    0.07,    0.09,    7.59,    0.22
695,1:42:3:780,   21.80,    0.43,    7.62,    0.14,    0.14,    7.65,    0.29
696,1:42:4:786,   21.41,    0.38,    7.53,    0.28,    0.22,    7.59,    0.18
697,1:42:5:792,   21.45,    0.40,    7.70,    0.07,    0.10,    7.59,    0.19
698,1:42:6:799,   21.95,    0.51,    7.48,    0.09,    0.09,    7.62,    0.26
699,1:42:7:804,   21.54,    0.32,    7.66,    0.15,    0.24,    7.66,    0.10
700,1:42:8:812,   22.29,    1.00,    7.64,    0.11,    0.20,    7.63,    0.72
701,1:42:9:820,   21.56,    0.35,    7.94,    0.61,    0.61,    6.12,    0.16
702,1:42:10:827,   21.25,    0.32,    7.55,    0.12,    0.35,    7.64,    0.10
703,1:42:11:830,   21.19,    0.32,    7.58,    0.07,    0.07,    7.62,    0.13
704,1:42:12:831,   21.47,    0.28,    7.58,    0.07,    0.08,    7.63,    0.10
705,1:42:13:835,   22.24,    0.58,    7.56,    0.08,    0.27,    7.61,    0.36
706,1:42:14:841,   21.03,    0.24,    7.63,    0.30,    0.48,    7.40,    0.06
707,1:42:15:844,   21.41,    0.32,    7.63,    0.04,    0.07,    7.62,    0.11
708,1:42:16:843,   21.30,    0.29,    7.65,    0.07,    0.10,    7.65,    0.12
709,1:42:17:849,   21.57,    0.44,    7.57,    0.06,    0.08,    7.58,    0.23
710,1:42:18:857,   23.51,    1.04,    7.64,    0.08,    0.17,    7.50,    0.71
711,1:42:19:861,   21.53,    0.45,    7.56,    0.63,    0.60,    7.61,    0.29
712,1:42:20:870,   21.25,    0.32,    7.37,    0.11,    0.16,    7.57,    0.10
713,1:42:21:871,   21.18,    0.28,    7.63,    0.07,    0.07,    7.68,    0.13
714,1:42:22:881,   21.24,    0.31,    7.48,    0.05,    0.08,    7.55,    0.12
715,1:42:23:880,   22.18,    0.54,    7.65,    0.09,    0.15,    7.72,    0.39
716,1:42:24:880,   21.15,    0.24,    7.57,    0.32,    0.22,    7.63,    0.09
717,1:42:25:885,   21.23,    0.28,    7.56,    0.04,    0.08,    7.62,    0.12
718,1:42:26:890,   16.10,    0.19,    7.62,    0.04,    0.07,    7.67,    0.13
719,1:42:27:896,   14.76,    0.14,    2.00,    0.05,    0.14,    8.00,    0.08
720,1:42:28:900,   17.16,    0.70,    0.37,    0.08,    0.19,    8.28,    0.58
721,1:42:29:909,   15.08,    0.24,    1.08,    0.47,    0.41,    8.24,    0.12
722,1:42:30:917,   14.00,    0.16,    0.42,    0.07,    0.14,    8.37,    0.06
723,1:42:31:926,   13.85,    0.11,    0.45,    0.06,    0.09,    6.96,    0.05
724,1:42:32:933,   13.94,    0.11,    0.35,    0.04,    0.07,    7.16,    0.05
725,1:42:33:934,   14.37,    0.25,    0.29,    0.03,    0.13,    7.24,    0.17
726,1:42:34:934,    7.39,    0.35,    0.44,    0.13,    0.10,    7.21,    0.15
727,1:42:35:942,   17.43,    2.23,    1.57,    0.07,    0.10,    1.72,    1.88
728,1:42:36:949,   34.05,    4.60,    3.15,    1.73,    2.18,    2.94,    3.87
729,1:42:37:957,   31.43,    2.99,    6.20,    3.02,    4.11,    6.39,    2.61
730,1:42:38:963,   34.60,    4.65,    7.44,    2.27,    4.44,    6.09,    3.55
731,1:42:39:963,   29.50,    2.29,    6.86,    2.61,    4.08,    6.82,    1.78
732,1:42:40:967,   26.65,    1.25,    7.25,    1.68,    4.36,    6.66,    0.47
733,1:42:41:976,   26.94,    1.25,    6.98,    0.36,    4.08,    7.42,    0.54
734,1:42:42:981,   27.09,    1.35,    7.29,    0.47,    4.08,    7.41,    0.67
735,1:42:43:983,   26.22,    0.95,    7.37,    0.53,    4.12,    7.15,    0.44
736,1:42:44:985,   26.14,    0.85,    7.27,    0.40,    3.76,    7.32,    0.52
737,1:42:45:985,   26.52,    0.85,    7.15,    0.42,    4.00,    7.30,    0.64
738,1:42:46:991,   26.81,    1.10,    7.18,    0.54,    4.12,    7.13,    0.51
739,1:42:47:996,   29.76,    2.93,    7.11,    0.44,    4.25,    7.18,    1.67
740,1:42:49:001,   27.56,    1.60,    7.29,    0.65,    3.56,    6.53,    1.18
741,1:42:50:007,   29.10,    2.68,    6.04,    1.19,    4.51,    7.09,    2.10
742,1:42:51:008,   27.68,    2.46,    7.61,    1.61,    3.25,    6.69,    1.87
743,1:42:52:013,   25.92,    2.39,    7.03,    1.43,    2.63,    6.94,    1.83
744,1:42:53:015,   27.41,    2.95,    7.30,    1.39,    1.64,    7.00,    2.21
745,1:42:54:020,   25.61,    2.39,    7.32,    1.70,    1.61,    6.91,    1.85
746,1:42:55:028,   25.57,    2.50,    7.19,    1.47,    1.56,    6.88,    1.92
747,1:42:56:036,   26.84,    2.56,    7.13,    1.75,    1.17,    6.85,    2.19
748,1:42:57:045,   26.62,    2.58,    6.64,    1.70,    2.29,    6.99,    2.11
749,1:42:58:047,   26.98,    2.91,    7.24,    1.51,    2.17,    6.93,    2.30
750,1:42:59:051,   21.75,    2.07,    7.22,    1.89,    1.66,    6.85,    1.78
751,1:43:0:052,   25.71,    2.58,    4.78,    0.61,    1.07,    7.20,    1.85
752,1:43:1:058,   25.07,    2.43,    7.14,    1.24,    1.27,    6.77,    1.76
753,1:43:2:059,   24.72,    2.38,    7.21,    1.30,    1.16,    6.85,    1.63
754,1:43:3:060,   24.00,    2.00,    7.70,    1.16,    1.62,    5.75,    2.29
755,1:43:4:060,   21.08,    1.84,    5.06,    1.40,    2.03,    6.41,    1.83
756,1:43:5:067,   25.94,    2.21,    3.63,    0.44,    1.54,    7.31,    1.77
757,1:43:6:066,   25.06,    2.70,    5.30,    1.31,    3.42,    7.23,    1.56
758,1:43:7:068,   24.92,    2.71,    7.11,    1.37,    1.21,    6.83,    1.56
759,1:43:8:068,   25.83,    2.57,    7.16,    1.38,    1.11,    6.87,    1.81
760,1:43:9:068,   25.94,    2.64,    8.47,    1.30,    2.04,    4.78,    1.81
761,1:43:10:073,   25.94,    2.87,    7.19,    1.19,    1.55,    6.73,    1.80
762,1:43:11:080,   25.82,    2.68,    7.17,    1.45,    1.28,    6.71,    1.76
763,1:43:12:080,   24.88,    2.70,    7.19,    1.58,    1.15,    6.78,    1.61
764,1:43:13:085,   27.42,    2.94,    7.14,    1.40,    1.06,    6.75,    2.03
765,1:43:14:090,   25.52,    2.53,    7.20,    1.87,    2.05,    6.77,    1.77
766,1:43:15:091,   25.30,    2.51,    7.06,    1.41,    1.71,    6.67,    1.66
767,1:43:16:096,   21.63,    1.10,    6.93,    1.33,    1.89,    6.70,    0.86
768,1:43:17:104,   14.36,    0.13,    3.25,    0.71,    3.55,    7.01,    0.05
769,1:43:18:111,   16.21,    0.69,    0.42,    0.05,    1.26,    7.59,    0.53
770,1:43:19:119,   20.61,    0.42,    1.37,    0.46,    0.84,    7.69,    0.24
771,1:43:20:123,   19.80,    0.26,    7.12,    0.23,    0.25,    7.12,    0.13
772,1:43:21:125,   19.91,    0.29,    7.00,    0.07,    0.09,    7.06,    0.08
773,1:43:22:131,   20.00,    0.28,    7.05,    0.05,    0.08,    7.09,    0.13
774,1:43:23:132,   20.97,    0.55,    7.13,    0.06,    0.09,    7.18,    0.38
775,1:43:24:140,   20.10,    0.22,    7.07,    0.32,    0.28,    7.11,    0.06
776,1:43:25:143,   20.32,    0.33,    7.19,    0.04,    0.07,    7.24,    0.15
777,1:43:26:142,   20.98,    0.45,    7.27,    0.05,    0.07,    7.22,    0.09
778,1:43:27:143,   20.54,    0.32,    7.24,    0.06,    0.35,    7.28,    0.16
779,1:43:28:151,   22.74,    1.12,    7.19,    0.11,    0.16,    7.22,    0.79
780,1:43:29:151,   20.20,    0.31,    7.23,    0.66,    0.59,    7.37,    0.16
781,1:43:30:154,   17.65,    0.24,    7.31,    0.11,    0.22,    6.73,    0.09
782,1:43:31:155,   21.89,    0.77,    8.14,    0.07,    0.11,    3.73,    0.42
783,1:43:32:157,   20.81,    0.27,    7.32,    0.30,    0.32,    7.36,    0.13
784,1:43:33:165,   21.51,    0.62,    7.28,    0.20,    0.08,    7.31,    0.38
785,1:43:34:174,   20.48,    0.22,    7.23,    0.33,    0.27,    7.35,    0.07
786,1:43:35:182,   20.73,    0.29,    7.37,    0.04,    0.06,    7.39,    0.11
787,1:43:36:185,   21.05,    0.37,    7.42,    0.07,    0.09,    7.44,    0.22
788,1:43:37:194,   16.93,    0.35,    7.35,    0.13,    0.21,    7.36,    0.16
789,1:43:38:198,   17.55,    0.87,    8.44,    0.06,    0.39,    1.65,    0.74
790,1:43:39:201,   15.09,    0.26,    4.29,    0.61,    0.59,    4.78,    0.15
791,1:43:40:201,   14.20,    0.26,    6.71,    0.13,    0.21,    1.11,    0.07
792,1:43:41:202,   13.91,    0.21,    0.73,    0.05,    0.09,    6.83,    0.07
793,1:43:42:204,   14.40,    0.26,    0.68,    0.05,    0.06,    6.89,    0.08
794,1:43:43:206,   14.71,    0.56,    0.83,    0.06,    0.08,    6.96,    0.36
795,1:43:44:207,    7.13,    0.98,    1.34,    0.23,    0.26,    6.30,    0.31
796,1:43:45:215,   26.41,    3.07,    1.43,    0.32,    0.58,    0.75,    2.50
797,1:43:46:222,   29.71,    1.69,    3.76,    2.43,    4.29,    4.74,    1.42
798,1:43:47:227,   29.21,    1.73,    7.61,    1.24,    4.40,    7.77,    1.46
799,1:43:48:228,   25.66,    1.62,    7.31,    1.32,    4.26,    7.63,    1.40
800,1:43:49:234,   21.49,    0.36,    7.36,    1.28,    1.98,    7.01,    0.17
801,1:43:50:238,   22.28,    0.60,    7.60,    0.13,    0.16,    7.64,    0.38
802,1:43:51:240,   22.14,    0.58,    7.57,    0.32,    0.26,    7.62,    0.45
803,1:43:52:241,   22.37,    0.71,    7.55,    0.32,    0.25,    7.58,    0.47
804,1:43:53:246,   22.07,    0.60,    7.35,    0.38,    0.52,    7.55,    0.38
805,1:43:54:253,   22.07,    0.59,    7.49,    0.32,    0.30,    7.55,    0.44
806,1:43:55:256,   22.23,    0.61,    7.55,    0.37,    0.29,    7.60,    0.43
807,1:43:56:257,   22.54,    0.65,    7.52,    0.38,    0.26,    7.59,    0.49
808,1:43:57:266,   23.36,    0.90,    7.35,    0.45,    0.51,    7.51,    0.60
809,1:43:58:274,   21.99,    0.54,    7.48,    0.50,    0.91,    7.51,    0.25
810,1:43:59:274,   20.97,    0.34,    7.60,    0.41,    0.28,    7.53,    0.16
811,1:44:0:274,   21.24,    0.28,    7.41,    0.09,    0.07,    7.55,    0.12
812,1:44:1:279,   22.11,    0.73,    7.47,    0.10,    0.18,    7.53,    0.50
813,1:44:2:283,   20.95,    0.30,    7.06,    0.37,    0.53,    7.55,    0.13
814,1:44:3:290,   21.07,    0.26,    7.49,    0.06,    0.08,    7.48,    0.10
815,1:44:4:295,   20.98,    0.26,    7.57,    0.06,    0.16,    7.56,    0.11
816,1:44:5:303,   21.26,    0.34,    7.52,    0.06,    0.11,    7.50,    0.16
817,1:44:6:308,   21.92,    0.56,    7.53,    0.11,    0.16,    7.56,    0.42
818,1:44:7:316,   22.47,    0.84,    7.51,    0.30,    0.20,    7.50,    0.52
819,1:44:8:321,   21.26,    0.39,    7.55,    0.38,    0.41,    7.55,    0.23
820,1:44:9:324,   20.95,    0.28,    7.66,    0.16,    0.30,    7.03,    0.11
821,1:44:10:329,   21.12,    0.31,    7.45,    0.06,    0.08,    7.52,    0.12
822,1:44:11:334,   22.12,    0.67,    7.51,    0.08,    0.09,    7.57,    0.43
823,1:44:12:336,   21.07,    0.35,    7.59,    0.31,    0.22,    7.54,    0.20
824,1:44:13:338,   21.16,    0.28,    7.40,    0.06,    0.09,    7.56,    0.10
825,1:44:14:340,   20.99,    0.26,    7.52,    0.07,    0.14,    7.58,    0.10
826,1:44:15:340,   21.20,    0.39,    7.51,    0.10,    0.11,    7.57,    0.14
827,1:44:16:345,   22.07,    0.59,    7.47,    0.09,    0.12,    7.55,    0.41
828,1:44:17:353,   22.13,    0.70,    7.49,    0.33,    0.26,    7.56,    0.41
829,1:44:18:358,   21.33,    0.37,    7.50,    0.34,    0.37,    7.55,    0.15
830,1:44:19:359,   20.85,    0.24,    7.56,    0.12,    0.24,    7.57,    0.10
831,1:44:20:368,   20.85,    0.24,    7.43,    0.04,    0.07,    7.47,    0.09
832,1:44:21:376,   21.99,    0.57,    7.44,    0.05,    0.08,    7.49,    0.40
833,1:44:22:381,   20.92,    0.31,    7.54,    0.29,    0.23,    7.58,    0.10
834,1:44:23:391,   21.13,    0.36,    7.44,    0.06,    0.07,    7.49,    0.15
